12
$
00:00:50 399 D
00:00:51 099 B
00:00:51 268 B
00:00:51 439 CD
00:00:51 625 C
00:00:52 142 A
00:00:52 490 AC
00:00:52 839 BC
00:00:53 190 AC
00:00:53 360 CD
00:00:53 542 AD
00:00:53 709 A
00:00:55 630 C
00:00:55 800 D
00:00:57 031 D
00:00:57 202 B
00:00:57 551 BC
00:00:57 901 A 
00:00:58 248 D
00:00:58 774 C
00:00:59 471 B
00:00:59 639 CD 
00:01:00 169 AC
00:01:00 345 CD
00:01:00 513 A
00:01:00 690 B
00:01:01 040 C
00:01:01 212 AD
00:01:01 392 CD
00:01:01 560 BC
00:01:02 617 A
00:01:02 780 D
00:01:03 129 CD
00:01:03 479 BC
00:01:03 830 A
00:01:04 180 D
00:01:05 050 BC
00:01:05 223 A
00:01:05 398 C
00:01:05 570 B
00:01:05 921 CD
00:01:06 100 A
00:01:06 267 B
00:01:06 441 AC
00:01:06 965 CD
00:01:07 314 A
00:01:07 482 B
00:01:07 657 C
00:01:07 835 A
00:01:08 189 D
00:01:08 359 C
00:01:08 714 CD
00:01:09 065 BC
00:01:09 422 AD
00:01:09 770 A
00:01:10 115 C
00:01:10 282 CD
00:01:10 632 BC
00:01:11 153 D
00:01:11 502 A
00:01:11 680 C
00:01:12 033 B
00:01:12 372 D
00:01:12 554 A
00:01:12 904 CD
00:01:13 079 AD
00:01:13 244 AB
00:01:13 430 CD
00:01:13 769 B
00:01:13 939 AC
00:01:14 298 CD
00:01:14 650 AB
00:01:14 994 CD
00:01:15 506 AB
00:01:15 700 CD
00:01:15 854 AC
00:01:16 034 BC



